"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"GET","/analytics/today-reports/?urlId=1623",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1624",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1625",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1626",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1627",1,0,27,27,27,27,17,0.02
"GET","/analytics/today-reports/?urlId=1628",1,0,19,19,19,19,17,0.02
"GET","/analytics/today-reports/?urlId=1629",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=163",1,0,2400,2416,2416,2416,17,0.02
"GET","/analytics/today-reports/?urlId=1630",1,0,42,42,42,42,17,0.02
"GET","/analytics/today-reports/?urlId=1631",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1632",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1633",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1634",1,0,38,38,38,38,17,0.02
"GET","/analytics/today-reports/?urlId=1635",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1636",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1637",1,0,28,28,28,28,17,0.02
"GET","/analytics/today-reports/?urlId=1638",1,0,20,20,20,20,17,0.02
"GET","/analytics/today-reports/?urlId=164",1,0,1700,1714,1714,1714,17,0.02
"GET","/analytics/today-reports/?urlId=1640",1,0,26,26,26,26,17,0.02
"GET","/analytics/today-reports/?urlId=1641",1,0,31,31,31,31,17,0.02
"GET","/analytics/today-reports/?urlId=1642",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=1643",1,0,25,25,25,25,17,0.02
"GET","/analytics/today-reports/?urlId=1645",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1646",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1647",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1648",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1649",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=165",1,0,2300,2251,2251,2251,17,0.02
"GET","/analytics/today-reports/?urlId=1650",1,0,22,22,22,22,17,0.02
"GET","/analytics/today-reports/?urlId=1651",1,0,30,30,30,30,17,0.02
"GET","/analytics/today-reports/?urlId=1652",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1653",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1654",1,0,10,10,10,10,17,0.02
"GET","/analytics/today-reports/?urlId=1655",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1656",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1657",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1658",1,0,29,29,29,29,17,0.02
"GET","/analytics/today-reports/?urlId=1659",1,0,11,11,11,11,17,0.02
"GET","/analytics/today-reports/?urlId=166",1,0,640,638,638,638,17,0.02
"GET","/analytics/today-reports/?urlId=1660",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1661",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=1662",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1663",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1664",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1665",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1666",1,0,17,17,17,17,17,0.02
"GET","/analytics/today-reports/?urlId=1667",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=1668",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=167",1,0,1700,1739,1739,1739,17,0.02
"GET","/analytics/today-reports/?urlId=1671",1,0,9,9,9,9,17,0.02
"GET","/analytics/today-reports/?urlId=1673",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=1674",1,0,28,28,28,28,17,0.02
"GET","/analytics/today-reports/?urlId=1678",1,0,28,28,28,28,17,0.02
"GET","/analytics/today-reports/?urlId=1679",1,0,15,15,15,15,17,0.02
"GET","/analytics/today-reports/?urlId=168",1,0,140,141,141,141,17,0.02
"GET","/analytics/today-reports/?urlId=1681",1,0,16,16,16,16,17,0.02
"GET","/analytics/today-reports/?urlId=1682",1,0,21,21,21,21,17,0.02
"GET","/analytics/today-reports/?urlId=1684",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=169",1,0,1200,1216,1216,1216,17,0.02
"GET","/analytics/today-reports/?urlId=1690",1,0,33,33,33,33,17,0.02
"GET","/analytics/today-reports/?urlId=1691",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1698",1,0,14,14,14,14,17,0.02
"GET","/analytics/today-reports/?urlId=17",1,0,1600,1575,1575,1575,17,0.02
"GET","/analytics/today-reports/?urlId=170",1,0,1500,1473,1473,1473,17,0.02
"GET","/analytics/today-reports/?urlId=1700",1,0,12,12,12,12,17,0.02
"GET","/analytics/today-reports/?urlId=1702",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1704",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=171",1,0,1600,1600,1600,1600,17,0.02
"GET","/analytics/today-reports/?urlId=1713",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1714",1,0,13,13,13,13,17,0.02
"GET","/analytics/today-reports/?urlId=1716",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=172",1,0,2200,2153,2153,2153,17,0.02
"GET","/analytics/today-reports/?urlId=1720",1,0,24,24,24,24,17,0.02
"GET","/analytics/today-reports/?urlId=1724",1,0,18,18,18,18,17,0.02
"GET","/analytics/today-reports/?urlId=173",1,0,1500,1548,1548,1548,17,0.02
"GET","/analytics/today-reports/?urlId=174",1,0,2400,2365,2365,2365,17,0.02
"GET","/analytics/today-reports/?urlId=175",1,0,2400,2380,2380,2380,17,0.02
"GET","/analytics/today-reports/?urlId=176",1,0,2400,2392,2392,2392,17,0.02
"GET","/analytics/today-reports/?urlId=177",1,0,2400,2384,2384,2384,17,0.02
"GET","/analytics/today-reports/?urlId=178",1,0,2400,2403,2403,2403,17,0.02
"GET","/analytics/today-reports/?urlId=179",1,0,2100,2111,2111,2111,17,0.02
"GET","/analytics/today-reports/?urlId=18",1,0,39,39,39,39,17,0.02
"GET","/analytics/today-reports/?urlId=180",1,0,2400,2383,2383,2383,17,0.02
"GET","/analytics/today-reports/?urlId=181",1,0,1700,1666,1666,1666,17,0.02
"GET","/analytics/today-reports/?urlId=182",1,0,2300,2324,2324,2324,17,0.02
"GET","/analytics/today-reports/?urlId=183",1,0,540,536,536,536,17,0.02
"GET","/analytics/today-reports/?urlId=184",1,0,1700,1737,1737,1737,17,0.02
"GET","/analytics/today-reports/?urlId=185",1,0,1400,1434,1434,1434,17,0.02
"GET","/analytics/today-reports/?urlId=186",1,0,2400,2359,2359,2359,17,0.02
"GET","/analytics/today-reports/?urlId=187",1,0,2300,2291,2291,2291,17,0.02
"GET","/analytics/today-reports/?urlId=188",1,0,260,259,259,259,17,0.02
"GET","/analytics/today-reports/?urlId=189",1,0,1600,1596,1596,1596,17,0.02
"GET","/analytics/today-reports/?urlId=19",1,0,680,682,682,682,17,0.02
"GET","/analytics/today-reports/?urlId=190",1,0,1600,1632,1632,1632,17,0.02
"GET","/analytics/today-reports/?urlId=191",1,0,2400,2403,2403,2403,17,0.02
"GET","/analytics/today-reports/?urlId=192",1,0,2400,2424,2424,2424,17,0.02
"GET","/analytics/today-reports/?urlId=193",1,0,2300,2328,2328,2328,17,0.02
"GET","/analytics/today-reports/?urlId=194",1,0,1300,1324,1324,1324,17,0.02
"GET","/analytics/today-reports/?urlId=195",1,0,2300,2309,2309,2309,17,0.02
"GET","/analytics/today-reports/?urlId=196",1,0,2100,2085,2085,2085,17,0.02
"GET","/analytics/today-reports/?urlId=197",1,0,800,802,802,802,17,0.02
"GET","/analytics/today-reports/?urlId=198",1,0,2100,2092,2092,2092,17,0.02
"GET","/analytics/today-reports/?urlId=199",1,0,470,465,465,465,17,0.02
"GET","/analytics/today-reports/?urlId=2",1,0,1700,1660,1660,1660,17,0.02
"GET","/analytics/today-reports/?urlId=20",1,0,1700,1687,1687,1687,17,0.02
"GET","/analytics/today-reports/?urlId=200",1,0,1300,1293,1293,1293,17,0.02
"GET","/analytics/today-reports/?urlId=201",1,0,1300,1258,1258,1258,17,0.02
"GET","/analytics/today-reports/?urlId=202",1,0,1300,1302,1302,1302,17,0.02
"GET","/analytics/today-reports/?urlId=203",1,0,1300,1264,1264,1264,17,0.02
"GET","/analytics/today-reports/?urlId=204",1,0,1700,1743,1743,1743,17,0.02
"GET","/analytics/today-reports/?urlId=205",1,0,610,611,611,611,17,0.02
"GET","/analytics/today-reports/?urlId=206",1,0,2400,2362,2362,2362,17,0.02
"GET","/analytics/today-reports/?urlId=207",1,0,1100,1091,1091,1091,17,0.02
"GET","/analytics/today-reports/?urlId=208",1,0,590,587,587,587,17,0.02
"GET","/analytics/today-reports/?urlId=209",1,0,2200,2211,2211,2211,17,0.02
"GET","/analytics/today-reports/?urlId=21",1,0,760,764,764,764,17,0.02
"GET","/analytics/today-reports/?urlId=210",1,0,2300,2300,2300,2300,17,0.02
"GET","/analytics/today-reports/?urlId=211",1,0,1300,1285,1285,1285,17,0.02
"GET","/analytics/today-reports/?urlId=212",1,0,1700,1692,1692,1692,17,0.02
"GET","/analytics/today-reports/?urlId=213",1,0,2300,2315,2315,2315,17,0.02
"GET","/analytics/today-reports/?urlId=214",1,0,2300,2305,2305,2305,17,0.02
"GET","/analytics/today-reports/?urlId=215",1,0,2100,2074,2074,2074,17,0.02
"GET","/analytics/today-reports/?urlId=216",1,0,1800,1794,1794,1794,17,0.02
"GET","/analytics/today-reports/?urlId=217",1,0,740,740,740,740,17,0.02
"GET","/analytics/today-reports/?urlId=218",1,0,2100,2075,2075,2075,17,0.02
"GET","/analytics/today-reports/?urlId=219",1,0,2300,2314,2314,2314,17,0.02
"GET","/analytics/today-reports/?urlId=22",1,0,1300,1286,1286,1286,17,0.02
"GET","/analytics/today-reports/?urlId=220",1,0,1700,1696,1696,1696,17,0.02
"GET","/analytics/today-reports/?urlId=221",1,0,2300,2257,2257,2257,17,0.02
"GET","/analytics/today-reports/?urlId=222",1,0,2300,2297,2297,2297,17,0.02
"GET","/analytics/today-reports/?urlId=223",1,0,2400,2390,2390,2390,17,0.02
"GET","/analytics/today-reports/?urlId=224",1,0,2100,2073,2073,2073,17,0.02
"GET","/analytics/today-reports/?urlId=225",1,0,1800,1772,1772,1772,17,0.02
"GET","/analytics/today-reports/?urlId=226",1,0,2400,2397,2397,2397,17,0.02
"GET","/analytics/today-reports/?urlId=227",1,0,2400,2354,2354,2354,17,0.02
"GET","/analytics/today-reports/?urlId=228",1,0,2300,2324,2324,2324,17,0.02
"GET","/analytics/today-reports/?urlId=229",1,0,1500,1488,1488,1488,17,0.02
"GET","/analytics/today-reports/?urlId=23",1,0,1800,1757,1757,1757,17,0.02
"GET","/analytics/today-reports/?urlId=230",1,0,2100,2074,2074,2074,17,0.02
"GET","/analytics/today-reports/?urlId=231",1,0,2400,2412,2412,2412,17,0.02
"GET","/analytics/today-reports/?urlId=232",1,0,1500,1522,1522,1522,17,0.02
"GET","/analytics/today-reports/?urlId=233",1,0,2100,2115,2115,2115,17,0.02
"GET","/analytics/today-reports/?urlId=234",1,0,2400,2419,2419,2419,17,0.02
"GET","/analytics/today-reports/?urlId=235",1,0,2300,2318,2318,2318,17,0.02
"GET","/analytics/today-reports/?urlId=236",1,0,2400,2440,2440,2440,17,0.02
"GET","/analytics/today-reports/?urlId=237",1,0,1600,1591,1591,1591,17,0.02
"GET","/analytics/today-reports/?urlId=238",1,0,1700,1658,1658,1658,17,0.02
"GET","/analytics/today-reports/?urlId=239",1,0,2000,2040,2040,2040,17,0.02
"GET","/analytics/today-reports/?urlId=24",1,0,180,181,181,181,17,0.02
"GET","/analytics/today-reports/?urlId=240",1,0,1200,1193,1193,1193,17,0.02
"GET","/analytics/today-reports/?urlId=241",1,0,1800,1771,1771,1771,17,0.02
"GET","/analytics/today-reports/?urlId=242",1,0,2300,2318,2318,2318,17,0.02
"GET","/analytics/today-reports/?urlId=243",1,0,2300,2277,2277,2277,17,0.02
"GET","/analytics/today-reports/?urlId=244",1,0,1500,1491,1491,1491,17,0.02
"GET","/analytics/today-reports/?urlId=245",1,0,2100,2101,2101,2101,17,0.02
"GET","/analytics/today-reports/?urlId=246",1,0,2400,2427,2427,2427,17,0.02
"GET","/analytics/today-reports/?urlId=247",1,0,2100,2112,2112,2112,17,0.02
"GET","/analytics/today-reports/?urlId=248",1,0,2400,2438,2438,2438,17,0.02
"GET","/analytics/today-reports/?urlId=249",1,0,1200,1239,1239,1239,17,0.02
"GET","/analytics/today-reports/?urlId=25",1,0,1700,1738,1738,1738,17,0.02
"GET","/analytics/today-reports/?urlId=250",1,0,2000,1974,1974,1974,17,0.02
"GET","/analytics/today-reports/?urlId=251",1,0,1300,1310,1310,1310,17,0.02
"GET","/analytics/today-reports/?urlId=252",1,0,2100,2103,2103,2103,17,0.02
"GET","/analytics/today-reports/?urlId=253",1,0,2400,2392,2392,2392,17,0.02
"GET","/analytics/today-reports/?urlId=254",1,0,1300,1304,1304,1304,17,0.02
"GET","/analytics/today-reports/?urlId=255",1,0,2400,2371,2371,2371,17,0.02
"GET","/analytics/today-reports/?urlId=256",1,0,2300,2272,2272,2272,17,0.02
"GET","/analytics/today-reports/?urlId=257",1,0,1800,1814,1814,1814,17,0.02
"GET","/analytics/today-reports/?urlId=258",1,0,2400,2402,2402,2402,17,0.02
"GET","/analytics/today-reports/?urlId=259",1,0,2400,2416,2416,2416,17,0.02
"GET","/analytics/today-reports/?urlId=26",1,0,39,39,39,39,17,0.02
"GET","/analytics/today-reports/?urlId=260",1,0,1300,1277,1277,1277,17,0.02
"GET","/analytics/today-reports/?urlId=261",1,0,2300,2253,2253,2253,17,0.02
"GET","/analytics/today-reports/?urlId=262",1,0,1300,1269,1269,1269,17,0.02
"GET","/analytics/today-reports/?urlId=263",1,0,1300,1337,1337,1337,17,0.02
"GET","/analytics/today-reports/?urlId=264",1,0,1800,1786,1786,1786,17,0.02
"GET","/analytics/today-reports/?urlId=265",1,0,1900,1887,1887,1887,17,0.02
"GET","/analytics/today-reports/?urlId=266",1,0,2100,2135,2135,2135,17,0.02
"GET","/analytics/today-reports/?urlId=267",1,0,2400,2351,2351,2351,17,0.02
"GET","/analytics/today-reports/?urlId=268",1,0,2100,2070,2070,2070,17,0.02
"GET","/analytics/today-reports/?urlId=269",1,0,2400,2409,2409,2409,17,0.02
"GET","/analytics/today-reports/?urlId=27",1,0,42,42,42,42,17,0.02
"GET","/analytics/today-reports/?urlId=270",1,0,1800,1771,1771,1771,17,0.02
"GET","/analytics/today-reports/?urlId=271",1,0,2300,2340,2340,2340,17,0.02
"GET","/analytics/today-reports/?urlId=272",1,0,2100,2056,2056,2056,17,0.02
"GET","/analytics/today-reports/?urlId=273",1,0,1700,1735,1735,1735,17,0.02
"GET","/analytics/today-reports/?urlId=274",1,0,1500,1525,1525,1525,17,0.02
"GET","/analytics/today-reports/?urlId=275",1,0,1500,1519,1519,1519,17,0.02
"GET","/analytics/today-reports/?urlId=276",1,0,2400,2377,2377,2377,17,0.02
"GET","/analytics/today-reports/?urlId=277",1,0,2200,2211,2211,2211,17,0.02
"GET","/analytics/today-reports/?urlId=278",1,0,1900,1906,1906,1906,17,0.02
"GET","/analytics/today-reports/?urlId=279",1,0,1700,1730,1730,1730,17,0.02
"GET","/analytics/today-reports/?urlId=28",1,0,710,711,711,711,17,0.02
"GET","/analytics/today-reports/?urlId=280",1,0,1800,1819,1819,1819,17,0.02
"GET","/analytics/today-reports/?urlId=281",1,0,2100,2084,2084,2084,17,0.02
"GET","/analytics/today-reports/?urlId=282",1,0,1800,1790,1790,1790,17,0.02
"GET","/analytics/today-reports/?urlId=283",1,0,2300,2315,2315,2315,17,0.02
"GET","/analytics/today-reports/?urlId=284",1,0,2000,2042,2042,2042,17,0.02
"GET","/analytics/today-reports/?urlId=285",1,0,1800,1770,1770,1770,17,0.02
"GET","/analytics/today-reports/?urlId=286",1,0,1500,1546,1546,1546,17,0.02
"GET","/analytics/today-reports/?urlId=287",1,0,2100,2091,2091,2091,17,0.02
"GET","/analytics/today-reports/?urlId=288",1,0,1900,1869,1869,1869,17,0.02
"GET","/analytics/today-reports/?urlId=289",1,0,2300,2288,2288,2288,17,0.02
"GET","/analytics/today-reports/?urlId=29",1,0,1600,1550,1550,1550,17,0.02
"GET","/analytics/today-reports/?urlId=290",1,0,2200,2188,2188,2188,17,0.02
"GET","/analytics/today-reports/?urlId=291",1,0,2400,2368,2368,2368,17,0.02
"GET","/analytics/today-reports/?urlId=292",1,0,1700,1661,1661,1661,17,0.02
"GET","/analytics/today-reports/?urlId=293",1,0,2100,2073,2073,2073,17,0.02
"GET","/analytics/today-reports/?urlId=294",1,0,2400,2384,2384,2384,17,0.02
"GET","/analytics/today-reports/?urlId=295",1,0,2400,2383,2383,2383,17,0.02
"GET","/analytics/today-reports/?urlId=296",1,0,1800,1773,1773,1773,17,0.02
"GET","/analytics/today-reports/?urlId=297",1,0,2300,2309,2309,2309,17,0.02
"GET","/analytics/today-reports/?urlId=298",1,0,2400,2354,2354,2354,17,0.02
"GET","/analytics/today-reports/?urlId=299",1,0,1700,1698,1698,1698,17,0.02
"GET","/analytics/today-reports/?urlId=3",1,0,1200,1248,1248,1248,17,0.02
"GET","/analytics/today-reports/?urlId=30",1,0,910,905,905,905,17,0.02
"GET","/analytics/today-reports/?urlId=300",1,0,2400,2384,2384,2384,17,0.02
"GET","/analytics/today-reports/?urlId=301",1,0,2300,2302,2302,2302,17,0.02
"GET","/analytics/today-reports/?urlId=302",1,0,1500,1510,1510,1510,17,0.02
"GET","/analytics/today-reports/?urlId=303",1,0,2300,2320,2320,2320,17,0.02
"GET","/analytics/today-reports/?urlId=304",1,0,2300,2346,2346,2346,17,0.02
"GET","/analytics/today-reports/?urlId=305",1,0,1700,1742,1742,1742,17,0.02
"GET","/analytics/today-reports/?urlId=306",1,0,1400,1411,1411,1411,17,0.02
"GET","/analytics/today-reports/?urlId=307",1,0,2100,2103,2103,2103,17,0.02
"GET","/analytics/today-reports/?urlId=308",1,0,1700,1667,1667,1667,17,0.02
"GET","/analytics/today-reports/?urlId=309",1,0,2300,2293,2293,2293,17,0.02
"GET","/analytics/today-reports/?urlId=31",1,0,28,28,28,28,17,0.02
"GET","/analytics/today-reports/?urlId=310",1,0,1800,1775,1775,1775,17,0.02
"GET","/analytics/today-reports/?urlId=311",1,0,1800,1755,1755,1755,17,0.02
"GET","/analytics/today-reports/?urlId=312",1,0,1700,1694,1694,1694,17,0.02
"GET","/analytics/today-reports/?urlId=313",1,0,2400,2388,2388,2388,17,0.02
"GET","/analytics/today-reports/?urlId=314",1,0,1700,1688,1688,1688,17,0.02
"GET","/analytics/today-reports/?urlId=315",1,0,2300,2315,2315,2315,17,0.02
"GET","/analytics/today-reports/?urlId=316",1,0,1700,1658,1658,1658,17,0.02
"GET","/analytics/today-reports/?urlId=317",1,0,2300,2309,2309,2309,17,0.02
"GET","/analytics/today-reports/?urlId=318",1,0,1700,1749,1749,1749,17,0.02
"GET","/analytics/today-reports/?urlId=319",1,0,1700,1749,1749,1749,17,0.02
"GET","/analytics/today-reports/?urlId=32",1,0,170,165,165,165,17,0.02
"GET","/analytics/today-reports/?urlId=320",1,0,1400,1363,1363,1363,17,0.02
"GET","/analytics/today-reports/?urlId=321",1,0,1800,1849,1849,1849,17,0.02
"GET","/analytics/today-reports/?urlId=322",1,0,1900,1896,1896,1896,17,0.02
"GET","/analytics/today-reports/?urlId=323",1,0,1500,1471,1471,1471,17,0.02
"GET","/analytics/today-reports/?urlId=324",1,0,1600,1612,1612,1612,17,0.02
"GET","/analytics/today-reports/?urlId=325",1,0,1600,1634,1634,1634,17,0.02
"GET","/analytics/today-reports/?urlId=326",1,0,2400,2398,2398,2398,17,0.02
"GET","/analytics/today-reports/?urlId=327",1,0,1500,1496,1496,1496,17,0.02
"GET","/analytics/today-reports/?urlId=328",1,0,2300,2271,2271,2271,17,0.02
"GET","/analytics/today-reports/?urlId=329",1,0,2300,2278,2278,2278,17,0.02
"GET","/analytics/today-reports/?urlId=33",1,0,1400,1387,1387,1387,17,0.02
"GET","/analytics/today-reports/?urlId=330",1,0,1600,1594,1594,1594,17,0.02
"GET","/analytics/today-reports/?urlId=331",1,0,2300,2300,2300,2300,17,0.02
"GET","/analytics/today-reports/?urlId=332",1,0,2400,2354,2354,2354,17,0.02
"GET","/analytics/today-reports/?urlId=333",1,0,1500,1545,1545,1545,17,0.02
"GET","/analytics/today-reports/?urlId=334",1,0,1500,1497,1497,1497,17,0.02
"GET","/analytics/today-reports/?urlId=335",1,0,2400,2416,2416,2416,17,0.02
"GET","/analytics/today-reports/?urlId=336",1,0,2400,2424,2424,2424,17,0.02
"GET","/analytics/today-reports/?urlId=337",1,0,2400,2412,2412,2412,17,0.02
"GET","/analytics/today-reports/?urlId=338",1,0,1800,1788,1788,1788,17,0.02
"GET","/analytics/today-reports/?urlId=339",1,0,2300,2281,2281,2281,17,0.02
"GET","/analytics/today-reports/?urlId=34",1,0,1500,1537,1537,1537,17,0.02
"GET","/analytics/today-reports/?urlId=340",1,0,2400,2371,2371,2371,17,0.02
"GET","/analytics/today-reports/?urlId=341",1,0,1800,1795,1795,1795,17,0.02
"GET","/analytics/today-reports/?urlId=342",1,0,2300,2283,2283,2283,17,0.02
"GET","/analytics/today-reports/?urlId=343",1,0,2200,2181,2181,2181,17,0.02
"GET","/analytics/today-reports/?urlId=344",1,0,1500,1522,1522,1522,17,0.02
"GET","/analytics/today-reports/?urlId=345",1,0,1800,1806,1806,1806,17,0.02
"GET","/analytics/today-reports/?urlId=346",1,0,1600,1559,1559,1559,17,0.02
"GET","/analytics/today-reports/?urlId=347",1,0,1700,1682,1682,1682,17,0.02
"GET","/analytics/today-reports/?urlId=348",1,0,2400,2369,2369,2369,17,0.02
"GET","/analytics/today-reports/?urlId=349",1,0,2100,2076,2076,2076,17,0.02
"GET","/analytics/today-reports/?urlId=35",1,0,51,51,51,51,17,0.02
"GET","/analytics/today-reports/?urlId=350",1,0,2300,2309,2309,2309,17,0.02
"GET","/analytics/today-reports/?urlId=351",1,0,2300,2281,2281,2281,17,0.02
"GET","/analytics/today-reports/?urlId=352",1,0,2400,2382,2382,2382,17,0.02
"GET","/analytics/today-reports/?urlId=353",1,0,1500,1536,1536,1536,17,0.02
"GET","/analytics/today-reports/?urlId=354",1,0,2300,2284,2284,2284,17,0.02
"GET","/analytics/today-reports/?urlId=355",1,0,1700,1687,1687,1687,17,0.02
"GET","/analytics/today-reports/?urlId=356",1,0,2300,2286,2286,2286,17,0.02
"GET","/analytics/today-reports/?urlId=357",1,0,1900,1928,1928,1928,17,0.02
"GET","/analytics/today-reports/?urlId=358",1,0,2300,2295,2295,2295,17,0.02
"GET","/analytics/today-reports/?urlId=359",1,0,2100,2118,2118,2118,17,0.02
"GET","/analytics/today-reports/?urlId=36",1,0,68,68,68,68,17,0.02
"GET","/analytics/today-reports/?urlId=360",1,0,2400,2420,2420,2420,17,0.02
"GET","/analytics/today-reports/?urlId=361",1,0,1900,1871,1871,1871,17,0.02
"GET","/analytics/today-reports/?urlId=362",1,0,2100,2100,2100,2100,17,0.02
"GET","/analytics/today-reports/?urlId=363",1,0,1900,1884,1884,1884,17,0.02
"GET","/analytics/today-reports/?urlId=364",1,0,2400,2399,2399,2399,17,0.02
"GET","/analytics/today-reports/?urlId=365",1,0,1400,1444,1444,1444,17,0.02
"GET","/analytics/today-reports/?urlId=366",1,0,2400,2361,2361,2361,17,0.02
"GET","/analytics/today-reports/?urlId=367",1,0,1500,1456,1456,1456,17,0.02
"GET","/analytics/today-reports/?urlId=368",1,0,1800,1782,1782,1782,17,0.02
"GET","/analytics/today-reports/?urlId=369",1,0,2400,2380,2380,2380,17,0.02
"GET","/analytics/today-reports/?urlId=37",1,0,53,53,53,53,17,0.02
"GET","/analytics/today-reports/?urlId=370",1,0,1700,1693,1693,1693,17,0.02
"GET","/analytics/today-reports/?urlId=371",1,0,1700,1686,1686,1686,17,0.02
"GET","/analytics/today-reports/?urlId=372",1,0,2100,2105,2105,2105,17,0.02
"GET","/analytics/today-reports/?urlId=373",1,0,2100,2086,2086,2086,17,0.02
"GET","/analytics/today-reports/?urlId=374",1,0,1300,1335,1335,1335,17,0.02
"GET","/analytics/today-reports/?urlId=375",1,0,1800,1801,1801,1801,17,0.02
"GET","/analytics/today-reports/?urlId=376",1,0,1900,1945,1945,1945,17,0.02
"GET","/analytics/today-reports/?urlId=377",1,0,2400,2366,2366,2366,17,0.02
"GET","/analytics/today-reports/?urlId=378",1,0,1700,1737,1737,1737,17,0.02
"GET","/analytics/today-reports/?urlId=379",1,0,2400,2407,2407,2407,17,0.02
"GET","/analytics/today-reports/?urlId=38",1,0,78,78,78,78,17,0.02
"GET","/analytics/today-reports/?urlId=380",1,0,1600,1633,1633,1633,17,0.02
"GET","/analytics/today-reports/?urlId=381",1,0,1700,1740,1740,1740,17,0.02
"GET","/analytics/today-reports/?urlId=382",1,0,1300,1318,1318,1318,17,0.02
"GET","/analytics/today-reports/?urlId=383",1,0,1400,1414,1414,1414,17,0.02
"GET","/analytics/today-reports/?urlId=384",1,0,2200,2167,2167,2167,17,0.02
"GET","/analytics/today-reports/?urlId=385",1,0,2300,2310,2310,2310,17,0.02
"GET","/analytics/today-reports/?urlId=386",1,0,2400,2394,2394,2394,17,0.02
"GET","/analytics/today-reports/?urlId=387",1,0,1800,1817,1817,1817,17,0.02
"GET","/analytics/today-reports/?urlId=388",1,0,1700,1730,1730,1730,17,0.02
"GET","/analytics/today-reports/?urlId=389",1,0,1600,1629,1629,1629,17,0.02
"GET","/analytics/today-reports/?urlId=39",1,0,470,473,473,473,17,0.02
"GET","/analytics/today-reports/?urlId=390",1,0,2400,2379,2379,2379,17,0.02
"GET","/analytics/today-reports/?urlId=391",1,0,2100,2124,2124,2124,17,0.02
"GET","/analytics/today-reports/?urlId=392",1,0,2300,2266,2266,2266,17,0.02
"GET","/analytics/today-reports/?urlId=393",1,0,2300,2349,2349,2349,17,0.02
"GET","/analytics/today-reports/?urlId=394",1,0,2100,2113,2113,2113,17,0.02
"GET","/analytics/today-reports/?urlId=395",1,0,2100,2067,2067,2067,17,0.02
"GET","/analytics/today-reports/?urlId=396",1,0,1300,1324,1324,1324,17,0.02
"GET","/analytics/today-reports/?urlId=397",1,0,1500,1493,1493,1493,17,0.02
"GET","/analytics/today-reports/?urlId=398",1,0,2400,2411,2411,2411,17,0.02
"GET","/analytics/today-reports/?urlId=399",1,0,2400,2377,2377,2377,17,0.02
"GET","/analytics/today-reports/?urlId=4",1,0,180,181,181,181,17,0.02
"GET","/analytics/today-reports/?urlId=40",1,0,750,750,750,750,17,0.02
"GET","/analytics/today-reports/?urlId=400",1,0,1400,1390,1390,1390,17,0.02
"GET","/analytics/today-reports/?urlId=401",1,0,2400,2441,2441,2441,17,0.02
"GET","/analytics/today-reports/?urlId=402",1,0,1900,1901,1901,1901,17,0.02
"GET","/analytics/today-reports/?urlId=403",1,0,1900,1886,1886,1886,17,0.02
